Distance,Upper bound,Lower bound,Y position,Should jump
1501.84130859375,410.7112731933594,-389.24151611328125,301.0260066986084,0
1501.84130859375,420.40704345703125,-379.54571533203125,291.3299922943115,0
1501.84130859375,427.7127685546875,-372.239990234375,284.0249996185303,1
1501.84130859375,435.035400390625,-364.9173583984375,276.7020015716553,0
1501.84130859375,444.8143615722656,-355.138427734375,266.92299461364746,0
1501.84130859375,452.15545654296875,-347.7973327636719,259.5820064544678,1
1501.84130859375,459.49993896484375,-340.45281982421875,252.23700523376465,0
1501.84130859375,466.8465270996094,-333.10626220703125,244.8909969329834,0
1501.84130859375,474.1944274902344,-325.75836181640625,237.54300498962402,0
1501.84130859375,481.5430908203125,-318.40966796875,230.19400596618652,1
1501.84130859375,488.89227294921875,-311.06048583984375,222.84500694274902,1
1501.84130859375,436.691162109375,-363.2615966796875,275.0459957122803,0
1501.84130859375,407.2013854980469,-392.75140380859375,304.5359859466553,1
1501.84130859375,391.76141357421875,-408.19134521484375,319.9759883880615,1
1501.84130859375,385.0129699707031,-414.9398193359375,326.7240047454834,0
1501.84130859375,383.6413879394531,-416.3114013671875,328.09601402282715,1
1501.84130859375,385.59600830078125,-414.35675048828125,326.1409969329834,1
1501.84130859375,389.6083068847656,-410.344482421875,322.1290035247803,0
1501.84130859375,394.8935546875,-405.0592041015625,316.8439998626709,1
1501.84130859375,400.9662170410156,-398.986572265625,310.7710018157959,1
1501.84130859375,407.5260314941406,-392.4267578125,304.21100425720215,1
1500.9998779296875,400.0,-399.99993896484375,311.699987411499,1
1499.9996337890625,400.00006103515625,-399.99981689453125,311.699987411499,0
1498.9993896484375,354.28082275390625,-445.718994140625,357.41901206970215,1
1497.999267578125,376.25421142578125,-423.74554443359375,335.44598960876465,1
1496.9990234375,378.70074462890625,-421.29888916015625,333.0000057220459,0
1495.998779296875,381.1478271484375,-418.85174560546875,330.5520076751709,1
1494.99853515625,383.5953369140625,-416.4041748046875,328.1049861907959,1
1493.998291015625,386.043212890625,-413.9562072753906,325.6569881439209,1
1492.998291015625,388.491455078125,-411.50787353515625,323.2089900970459,1
1491.998046875,390.93994140625,-409.059326171875,320.7609920501709,1
1490.997802734375,393.388671875,-406.61053466796875,318.3119869232178,0
1489.99755859375,395.837646484375,-404.1614990234375,315.8630123138428,0
1488.997314453125,398.2867431640625,-401.71234130859375,313.41400718688965,0
1487.9970703125,400.7359619140625,-399.2630310058594,310.9650020599365,1
1486.996826171875,403.18536376953125,-396.81353759765625,308.5149898529053,0
1485.99658203125,405.63482666015625,-394.364013671875,306.06598472595215,1
1484.99658203125,408.0843505859375,-391.9144287109375,303.61701011657715,1
1483.996337890625,389.2589111328125,-410.73980712890625,322.4419918060303,0
1482.99609375,373.5806884765625,-426.41790771484375,338.1200008392334,0
1481.995849609375,360.58416748046875,-439.41436767578125,351.11701011657715,1
1480.995849609375,349.8726806640625,-450.12579345703125,361.8280086517334,0
1479.99560546875,341.108154296875,-458.8902587890625,370.5929927825928,0
1478.99560546875,334.00262451171875,-465.9957275390625,377.699010848999,0
1477.995361328125,328.31060791015625,-471.68768310546875,383.3909969329834,0
1476.9951171875,323.82305908203125,-476.17510986328125,387.87799644470215,1
1475.994873046875,320.36181640625,-479.63629150390625,391.3400020599365,1
1474.99462890625,317.7750244140625,-482.2230224609375,393.9270076751709,0
1473.994384765625,315.93328857421875,-484.0646667480469,395.76801109313965,1
1472.994140625,314.72650146484375,-485.2713623046875,396.9750118255615,1
1471.993896484375,314.06060791015625,-485.93719482421875,397.6409969329834,0
1470.993896484375,313.85565185546875,-486.14208984375,397.84601402282715,0
1469.99365234375,314.04351806640625,-485.9541320800781,397.657995223999,1
1468.993408203125,314.5660400390625,-485.4315185546875,397.1359920501709,0
1467.9931640625,315.37371826171875,-484.623779296875,396.3280086517334,1
1466.992919921875,316.42431640625,-483.5731201171875,395.2779903411865,1
1465.992919921875,317.6820068359375,-482.31536865234375,394.0199947357178,0
1464.99267578125,319.11602783203125,-480.88128662109375,392.58600425720215,1
1463.992431640625,320.7003173828125,-479.29693603515625,391.001989364624,0
1462.9921875,322.41259765625,-477.58453369140625,389.2900142669678,1
1461.9921875,302.958984375,-497.0380859375,408.74298667907715,1
1460.991943359375,286.74554443359375,-513.25146484375,424.9570064544678,0
1459.99169921875,273.29302978515625,-526.7039184570312,438.40900230407715,1
1458.991455078125,262.19293212890625,-537.8038940429688,449.5099849700928,1
1457.9912109375,253.0973663330078,-546.8994140625,458.6049861907959,1
1456.9912109375,245.7096710205078,-554.2870483398438,465.99298667907715,1
1455.990966796875,239.7772674560547,-560.2193603515625,471.92499351501465,1
1454.99072265625,235.0848846435547,-564.9116821289062,476.61798667907715,0
1453.990478515625,231.4490203857422,-568.5474853515625,480.2540035247803,1
1452.990234375,228.71351623535156,-571.2828979492188,482.9889888763428,1
1451.989990234375,226.7450714111328,-573.2512817382812,484.9580135345459,1
1450.98974609375,225.4302520751953,-574.5660400390625,486.272985458374,0
1449.989501953125,224.67237854003906,-575.3238525390625,487.0310115814209,0
1448.989501953125,224.3890838623047,-575.6069946289062,487.314001083374,0
1447.9892578125,224.51014709472656,-575.4859008789062,487.1929988861084,0
1446.989013671875,224.97572326660156,-575.020263671875,486.72699546813965,1
1445.98876953125,204.45973205566406,-595.5361328125,507.24298667907715,0
1444.988525390625,187.3411407470703,-612.6546630859375,524.3620052337646,0
1443.988525390625,173.11732482910156,-626.87841796875,538.585973739624,0
1442.98828125,161.3600616455078,-638.6356201171875,550.3429927825928,0
1441.988037109375,151.70448303222656,-648.2911376953125,559.9989986419678,0
1440.98779296875,143.8396759033203,-656.1558837890625,567.8639888763428,1
1439.98779296875,137.50074768066406,-662.4947509765625,574.2029781341553,0
1438.987548828125,132.46192932128906,-667.533447265625,579.241979598999,1
1437.9873046875,128.5309600830078,-671.46435546875,583.1730098724365,0
1436.987060546875,125.54396057128906,-674.4512939453125,586.1600093841553,0
1435.98681640625,123.36122131347656,-676.6339111328125,588.3429927825928,0
1434.98681640625,121.86384582519531,-678.1312255859375,589.8400020599365,1
1433.986572265625,120.95039367675781,-679.0446166992188,590.7540035247803,1
1432.986328125,120.53453063964844,-679.4603881835938,591.1700191497803,0
1431.986083984375,120.54258728027344,-679.4522705078125,591.1620235443115,1
1430.98583984375,120.91197204589844,-679.082763671875,590.792028427124,0
1429.985595703125,121.58909606933594,-678.4055786132812,590.115026473999,1
1428.9853515625,122.52848815917969,-677.4661254882812,589.1760005950928,1
1427.985107421875,123.69139099121094,-676.3031616210938,588.012975692749,0
1426.985107421875,125.04472351074219,-674.9497680664062,586.6600093841553,0
1425.98486328125,126.56028747558594,-673.4341430664062,585.1440181732178,0
1424.984619140625,128.21409606933594,-671.7802124023438,583.490026473999,1
1423.984375,129.9856719970703,-670.0086059570312,581.7189693450928,0
1422.984130859375,131.8576202392578,-668.1365966796875,579.8470211029053,0
1421.984130859375,133.8151397705078,-666.178955078125,577.8899898529053,1
1420.98388671875,135.84547424316406,-664.1485595703125,575.8589839935303,0
1419.983642578125,137.9379425048828,-662.0560302734375,573.7670040130615,0
1418.9833984375,140.08326721191406,-659.91064453125,571.6219844818115,1
1417.983154296875,120.99855041503906,-678.9953002929688,590.7060298919678,0
1416.98291015625,105.09950256347656,-694.894287109375,606.605016708374,0
1415.982666015625,91.91474914550781,-708.0789794921875,619.7900142669678,0
1414.982421875,81.04289245605469,-718.95068359375,630.6620235443115,0
1413.982421875,72.14183044433594,-727.8517456054688,639.563024520874,0
1412.982177734375,64.91990661621094,-735.0735473632812,646.7850093841553,0
1411.98193359375,59.12870788574219,-740.8646240234375,652.5760250091553,0
1410.981689453125,54.55674743652344,-745.4365844726562,657.1490230560303,1
1409.9814453125,51.02348327636719,-748.9697265625,660.6819820404053,0
1408.981201171875,48.37541198730469,-751.6177978515625,663.3299922943115,1
1407.98095703125,46.48143005371094,-753.5116577148438,665.2239742279053,0
1406.980712890625,45.23008728027344,-754.7628784179688,666.4750118255615,1
1405.980712890625,44.52622985839844,-755.4667358398438,667.178991317749,0
1404.98046875,44.28892517089844,-755.7039184570312,667.417028427124,0
1403.980224609375,44.44914245605469,-755.543701171875,667.2569942474365,1
1402.97998046875,44.94810485839844,-755.0446166992188,666.7579708099365,0
1401.979736328125,45.73576354980469,-754.2568359375,665.970006942749,0
1400.979736328125,46.76933288574219,-753.2232666015625,664.9369869232178,1
1399.9794921875,48.01249694824219,-751.97998046875,663.6930294036865,1
1398.979248046875,49.43412780761719,-750.558349609375,662.272008895874,0
1397.97900390625,51.00791931152344,-748.9844360351562,660.6979732513428,0
1396.978759765625,52.71134948730469,-747.2808837890625,658.9949703216553,1
1395.978515625,54.52525329589844,-745.4669799804688,657.1810054779053,0
1394.978271484375,56.43333435058594,-743.5587768554688,655.272985458374,1
1393.97802734375,58.42152404785156,-741.570556640625,653.2850093841553,1
1392.97802734375,60.47798156738281,-739.5140380859375,651.2280025482178,1
1391.977783203125,41.31758117675781,-758.67431640625,670.3890132904053,1
1390.9775390625,25.354019165039062,-774.6378173828125,686.3520259857178,1
1389.977294921875,12.114395141601562,-787.8773803710938,699.5920162200928,0
1388.97705078125,1.1956329345703125,-798.7960815429688,710.511022567749,0
1387.976806640625,-7.7454071044921875,-807.737060546875,719.4520015716553,0
1386.9765625,-15.001388549804688,-814.992919921875,726.7079830169678,0
1385.976318359375,-20.821517944335938,-820.81298828125,732.5279903411865,0
1384.976318359375,-25.418289184570312,-825.40966796875,737.1249752044678,0
1383.97607421875,-28.972549438476562,-828.9638671875,740.678991317749,0
1382.975830078125,-31.638626098632812,-831.6298828125,743.345983505249,0
1381.9755859375,-33.54786682128906,-833.5390014648438,745.2549800872803,1
1380.975341796875,-34.81227111816406,-834.8034057617188,746.5190181732178,1
1379.975341796875,-35.52711486816406,-835.5181274414062,747.2339839935303,1
1378.97509765625,-35.77375793457031,-835.7647705078125,747.480993270874,1
1377.974853515625,-35.62147521972656,-835.6123657226562,747.3290157318115,0
1376.974609375,-35.12934875488281,-835.1201171875,746.8370113372803,1
1375.974365234375,-34.34757995605469,-834.3383178710938,746.0550289154053,0
1374.97412109375,-33.31901550292969,-833.3096923828125,745.0259761810303,0
1373.973876953125,-32.08018493652344,-832.0707397460938,743.7880001068115,0
1372.9736328125,-30.662033081054688,-830.6525268554688,742.3699703216553,0
1371.9736328125,-29.091354370117188,-829.081787109375,740.7989864349365,1
1370.973388671875,-27.390548706054688,-827.3809204101562,739.0979976654053,0
1369.97314453125,-25.578903198242188,-825.5692138671875,737.2870235443115,0
1368.972900390625,-23.672775268554688,-823.6629638671875,735.3799800872803,0
1367.97265625,-21.686203002929688,-821.6763305664062,733.3940181732178,1
1366.972412109375,-19.631088256835938,-819.6211547851562,731.3390254974365,0
1365.97216796875,-17.517501831054688,-817.5075073242188,729.2250118255615,0
1364.971923828125,-15.354171752929688,-815.3441162109375,727.0619869232178,1
1363.9716796875,-34.42344665527344,-834.4132690429688,746.1319942474365,1
1362.971435546875,-50.30943298339844,-850.2991943359375,762.0179805755615,0
1361.97119140625,-63.48295593261719,-863.47265625,775.1910152435303,1
1360.970947265625,-74.34538269042969,-874.3350219726562,786.053991317749,1
1359.970703125,-83.23851013183594,-883.22802734375,794.9469966888428,0
1358.970458984375,-90.45359802246094,-890.4430541992188,802.1620235443115,0
1357.97021484375,-96.23893737792969,-896.2283325195312,807.9469966888428,1
1356.969970703125,-100.80601501464844,-900.7953491210938,812.5140132904053,1
1355.9697265625,-104.33500671386719,-904.3242797851562,816.043981552124,1
1354.969482421875,-106.97956848144531,-906.96875,818.688024520874,1
1353.96923828125,-108.87043762207031,-908.8594970703125,820.5790157318115,1
1352.968994140625,-110.11921691894531,-910.1082763671875,821.8279781341553,0
1351.96875,-110.82081604003906,-910.8097534179688,822.5300045013428,1
1350.968505859375,-111.05622863769531,-911.045166015625,822.7649898529053,0
1349.96826171875,-110.89436340332031,-910.8831787109375,822.6030025482178,1
1348.968017578125,-131.66908264160156,-931.6577758789062,843.3780269622803,0
1347.9677734375,-149.0081329345703,-948.996826171875,860.7170162200928,1
1346.967529296875,-163.41981506347656,-963.4083862304688,875.1290035247803,0
1345.96728515625,-175.3372039794922,-975.32568359375,887.0459957122803,1
1344.967041015625,-185.12925720214844,-985.11767578125,896.8379878997803,1
1343.966796875,-193.11021423339844,-993.0985717773438,904.8190059661865,0
1342.966552734375,-199.54820251464844,-999.5364990234375,911.2579708099365,0
1341.96630859375,-204.6714324951172,-1004.65966796875,916.3810176849365,1
1340.966064453125,-208.6742401123047,-1008.6624145507812,920.3840084075928,0
1339.9658203125,-211.72251892089844,-1011.7105712890625,923.4319820404053,0
1338.965576171875,-213.9574432373047,-1013.9454345703125,925.667028427124,1
1337.96533203125,-215.4993133544922,-1015.4872436523438,927.209020614624,0
1336.965087890625,-216.45069885253906,-1016.4385375976562,928.1600093841553,0
1335.96484375,-216.89881896972656,-1016.8865966796875,928.6080074310303,0
1334.964599609375,-216.91822814941406,-1016.9059448242188,928.6280269622803,0
1333.96435546875,-216.5723419189453,-1016.5599365234375,928.282018661499,0
1332.964111328125,-215.91517639160156,-1015.9027709960938,927.6249752044678,0
1331.9638671875,-214.9928741455078,-1014.9803466796875,926.7029781341553,0
1330.963623046875,-213.84449768066406,-1013.8319702148438,925.553991317749,0
1329.96337890625,-212.50355529785156,-1012.4909057617188,924.2140254974365,1
1328.963134765625,-210.99855041503906,-1010.9857788085938,922.709020614624,0
1327.962890625,-209.35377502441406,-1009.3410034179688,921.064001083374,0
1326.962646484375,-207.58985900878906,-1007.5769653320312,919.3000240325928,0
1325.96240234375,-205.7244415283203,-1005.71142578125,917.4349727630615,1
1324.962158203125,-203.77247619628906,-1003.7594604492188,915.4830074310303,1
1323.9619140625,-201.74684143066406,-1001.7337036132812,913.4570064544678,1
1322.961669921875,-199.65846252441406,-999.6453247070312,911.3689937591553,0
1321.96142578125,-197.5165557861328,-997.5032958984375,909.2270259857178,1
1320.961181640625,-216.60414123535156,-1016.5907592773438,928.314977645874,0
1319.9609375,-232.50563049316406,-1032.4921875,944.2159786224365,0
1318.960693359375,-245.6924591064453,-1045.678955078125,957.4029903411865,0
1317.96044921875,-256.566162109375,-1056.5526123046875,968.2770137786865,1
1316.960205078125,-265.4688720703125,-1065.455322265625,977.1800289154053,0
1315.9599609375,-272.69219970703125,-1072.678466796875,984.4029903411865,1
1314.959716796875,-278.48455810546875,-1078.4708251953125,990.1960201263428,0
1313.95947265625,-283.0576171875,-1083.043701171875,994.7690181732178,1
1312.9591064453125,-286.5916748046875,-1086.5777587890625,998.303014755249,0
1311.9588623046875,-289.24053955078125,-1089.2265625,1000.9520015716553,0
1310.9586181640625,-291.13519287109375,-1091.12109375,1002.845983505249,1
1309.9583740234375,-292.3870849609375,-1092.3729248046875,1004.0979976654053,1
1308.9581298828125,-293.09136962890625,-1093.0771484375,1004.803014755249,1
1307.9578857421875,-293.3289794921875,-1093.314697265625,1005.0400142669678,0
1306.9576416015625,-293.1690673828125,-1093.1546630859375,1004.8799800872803,1
1305.9573974609375,-292.67034912109375,-1092.6558837890625,1004.3819942474365,1
1304.9571533203125,-291.88287353515625,-1091.868408203125,1003.5939693450928,0
1303.9569091796875,-290.8494873046875,-1090.8349609375,1002.5610103607178,1
1302.9566650390625,-289.6064453125,-1089.591796875,1001.3180294036865,1
1301.9564208984375,-309.46002197265625,-1109.4453125,1021.1719722747803,1
1300.9561767578125,-326.0140380859375,-1125.999267578125,1037.7259883880615,0
1299.9559326171875,-339.75701904296875,-1139.7421875,1051.4689693450928,1
1298.9556884765625,-351.1044921875,-1151.089599609375,1062.8160152435303,1
1297.9554443359375,-360.41094970703125,-1160.39599609375,1072.1230220794678,0
1296.9552001953125,-367.9781494140625,-1167.963134765625,1079.6900386810303,0
1295.9549560546875,-374.06353759765625,-1174.04833984375,1085.7759761810303,1
1500.9998779296875,400.0,-399.99993896484375,311.699987411499,1
1499.9996337890625,400.00006103515625,-399.99981689453125,311.699987411499,0
1498.9993896484375,356.6414794921875,-443.35833740234375,355.0589962005615,1
1497.999267578125,377.25054931640625,-422.7491760253906,334.449987411499,0
1496.9990234375,379.68963623046875,-420.30999755859375,332.0109920501709,0
1495.998779296875,382.13031005859375,-417.8692626953125,329.57001304626465,1
1494.99853515625,384.5723876953125,-415.4271240234375,327.12799644470215,0
1493.998291015625,387.015625,-412.98382568359375,324.68500328063965,0
1492.998291015625,389.4598388671875,-410.53948974609375,322.241003036499,1
1491.998046875,391.90496826171875,-408.09429931640625,319.7959957122803,0
1490.997802734375,394.350830078125,-405.64837646484375,317.3500118255615,1
1489.99755859375,396.79730224609375,-403.20184326171875,314.9029903411865,1
1488.997314453125,399.24432373046875,-400.7547607421875,312.45599937438965,0
1487.9970703125,401.6917724609375,-398.3072204589844,310.0090084075928,1
1486.996826171875,404.1396484375,-395.8592529296875,307.5610103607178,0
1485.99658203125,406.58782958984375,-393.4110107421875,305.1130123138428,1
1484.99658203125,409.03631591796875,-390.96246337890625,302.6650142669678,0
1483.996337890625,411.4849853515625,-388.5137023925781,300.21600914001465,1
1482.99609375,413.93389892578125,-386.064697265625,297.7670040130615,0
1481.995849609375,416.38299560546875,-383.61553955078125,295.3179988861084,0
1480.995849609375,418.83221435546875,-381.166259765625,292.8689937591553,1
1479.99560546875,421.2816162109375,-378.716796875,290.41998863220215,0
1478.99560546875,423.7310791015625,-376.26727294921875,287.970006942749,0
1477.995361328125,426.18060302734375,-373.8176574707031,285.5210018157959,0
1476.9951171875,428.6302490234375,-371.367919921875,283.07098960876465,1
1475.994873046875,412.84417724609375,-387.1539306640625,298.85700035095215,1
1474.99462890625,399.75567626953125,-400.24237060546875,311.94598960876465,1
1473.994384765625,388.9658203125,-411.03216552734375,322.7359981536865,0
1472.994140625,380.13458251953125,-419.86328125,331.5669918060303,0
1471.993896484375,372.97210693359375,-427.02569580078125,338.7299861907959,1
1470.993896484375,367.23162841796875,-432.76611328125,344.470006942749,0
1469.99365234375,362.70281982421875,-437.29486083984375,348.9989986419678,0
1468.993408203125,359.20635986328125,-440.79119873046875,352.4960079193115,1
1467.9931640625,356.58953857421875,-443.407958984375,355.11200523376465,0
1466.992919921875,354.7222900390625,-445.275146484375,356.9799861907959,0
1465.992919921875,353.49371337890625,-446.503662109375,358.2080135345459,1
1464.99267578125,352.809326171875,-447.18798828125,358.89301109313965,0
1463.992431640625,352.58856201171875,-447.4086608886719,359.1139888763428,0
1462.9921875,352.76287841796875,-447.2342529296875,358.939001083374,1
1461.9921875,353.27392578125,-446.72314453125,358.428014755249,0
1460.991943359375,354.07183837890625,-445.9251708984375,357.6300106048584,0
1459.99169921875,355.11407470703125,-444.8828430175781,356.5879878997803,1
1458.991455078125,356.3646240234375,-443.6322021484375,355.3379878997803,1
1457.9912109375,357.7926025390625,-442.20416259765625,353.9100093841553,1
1456.9912109375,359.37176513671875,-440.62493896484375,352.33099937438965,0
1455.990966796875,361.0797119140625,-438.91693115234375,350.62299156188965,1
1454.99072265625,344.66162109375,-455.3349609375,367.0409908294678,0
1453.990478515625,331.03466796875,-468.9618225097656,380.668004989624,1
1452.990234375,319.7860107421875,-480.21038818359375,391.9169979095459,1
1451.989990234375,310.56378173828125,-489.43255615234375,401.1390132904053,0
1450.98974609375,303.06829833984375,-496.927978515625,408.6349849700928,1
1449.989501953125,297.04400634765625,-502.95220947265625,414.65900230407715,1
1448.989501953125,292.2733154296875,-507.7227783203125,419.42999839782715,1
1447.9892578125,288.57080078125,-511.42523193359375,423.1319942474365,0
1446.989013671875,285.7784423828125,-514.217529296875,425.92499351501465,1
1445.98876953125,283.7615966796875,-516.2343139648438,427.9419918060303,1
1444.988525390625,282.405517578125,-517.5902709960938,429.2980098724365,0
1443.988525390625,281.61248779296875,-518.3832397460938,430.09100914001465,1
1442.98828125,281.2991943359375,-518.6964721679688,430.40399742126465,0
1441.988037109375,281.39471435546875,-518.6008911132812,430.3089962005615,0
1440.98779296875,281.8385009765625,-518.1570434570312,429.8649959564209,0
1439.98779296875,282.5791015625,-517.4163818359375,429.1239986419678,1
1438.987548828125,283.57257080078125,-516.4227905273438,428.1309871673584,1
1437.9873046875,266.54571533203125,-533.4495849609375,445.157995223999,0
1436.987060546875,252.40000915527344,-547.59521484375,459.303991317749,0
1435.98681640625,240.70933532714844,-559.2858276367188,470.9939937591553,0
1434.98681640625,231.1105194091797,-568.884521484375,480.5929927825928,1
1433.986572265625,223.29405212402344,-576.700927734375,488.4100093841553,0
1432.986328125,216.9962921142578,-582.9986572265625,494.7080135345459,1
1431.986083984375,211.9926300048828,-588.002197265625,499.71100425720215,0
1430.98583984375,208.09156799316406,-591.9031982421875,503.6130123138428,0
1429.985595703125,205.13002014160156,-594.8646850585938,506.574010848999,0
1428.9853515625,202.9690399169922,-597.0255737304688,508.7349910736084,1
1427.985107421875,201.4901580810547,-598.50439453125,510.2139949798584,0
1426.985107421875,200.5924835205078,-599.4020385742188,511.11200523376465,1
1425.98486328125,200.1900177001953,-599.804443359375,511.5140132904053,1
1424.984619140625,200.2095489501953,-599.7847900390625,511.4950008392334,0
1423.984375,200.58860778808594,-599.4056396484375,511.116003036499,1
1422.984130859375,201.27403259277344,-598.7201538085938,510.4310054779053,0
1421.984130859375,202.2205047607422,-597.7736206054688,509.4840145111084,0
1420.98388671875,203.38941955566406,-596.6046142578125,508.31500816345215,0
1419.983642578125,204.7478485107422,-595.24609375,506.9570064544678,1
1418.9833984375,206.2677764892578,-593.7261352539062,505.4369869232178,1
1417.983154296875,207.92530822753906,-592.0685424804688,503.7800045013428,1
1416.98291015625,209.70005798339844,-590.293701171875,502.0050106048584,1
1415.982666015625,193.33888244628906,-606.65478515625,518.366003036499,0
1414.982421875,179.76048278808594,-620.2330932617188,531.9450130462646,1
1413.982421875,168.5531463623047,-631.4403686523438,543.1520137786865,1
1412.982177734375,159.36619567871094,-640.6272583007812,552.3390254974365,0
1411.98193359375,151.9006805419922,-648.0927124023438,559.8050289154053,1
1410.981689453125,145.9019012451172,-654.0913696289062,565.803014755249,1
1409.9814453125,141.1529998779297,-658.8402099609375,570.5519771575928,0
1408.981201171875,137.46910095214844,-662.5240478515625,574.2359981536865,1
1407.98095703125,134.6925506591797,-665.300537109375,577.012975692749,1
1406.980712890625,132.68919372558594,-667.3037719726562,579.0160274505615,0
1405.980712890625,131.3446502685547,-668.6482543945312,580.3609981536865,1
1404.98046875,130.56138610839844,-669.4314575195312,581.1440181732178,1
1403.980224609375,130.2565155029297,-669.7362670898438,581.449010848999,0
1402.97998046875,130.35911560058594,-669.6336059570312,581.3470211029053,0
1401.979736328125,130.8090057373047,-669.1836547851562,580.897008895874,1
1400.979736328125,131.5547332763672,-668.4378051757812,580.1509761810303,0
1399.9794921875,132.5526580810547,-667.4398193359375,579.1529903411865,1
1398.979248046875,115.52958679199219,-684.4628295898438,596.1760005950928,1
1397.97900390625,101.38719177246094,-698.6051635742188,610.3190059661865,0
1396.978759765625,89.69920349121094,-710.2930297851562,622.0069942474365,0
1395.978515625,80.10264587402344,-719.8895874023438,631.6039791107178,0
1394.978271484375,72.28819274902344,-727.7039184570312,639.418004989624,1
1393.97802734375,65.99208068847656,-734.0,645.7140254974365,0
1392.97802734375,60.98988342285156,-739.0021362304688,650.7159786224365,1
1391.977783203125,57.09004211425781,-742.90185546875,654.616003036499,1
1390.9775390625,54.12953186035156,-745.8623046875,657.5770015716553,0
1389.977294921875,51.96937561035156,-748.0223999023438,659.7369747161865,0
1388.97705078125,50.49122619628906,-749.50048828125,661.2150020599365,1
1387.976806640625,49.59431457519531,-750.3973388671875,662.1119747161865,1
1386.9765625,49.19239807128906,-750.7991333007812,662.5140132904053,1
1385.976318359375,49.21247863769531,-750.7789916992188,662.4939937591553,1
1384.976318359375,49.59196472167969,-750.3994140625,662.115026473999,1
1383.97607421875,50.27781677246094,-749.7135009765625,661.428991317749,0
1382.975830078125,51.22453308105469,-748.7667236328125,660.481969833374,0
1381.9755859375,52.39372253417969,-747.597412109375,659.313024520874,1
1380.975341796875,35.51658630371094,-764.4745483398438,676.189977645874,1
1379.975341796875,21.498580932617188,-778.492431640625,690.209020614624,0
1378.97509765625,9.916610717773438,-790.0744018554688,701.7909908294678,1
1377.974853515625,0.4103851318359375,-799.5805053710938,711.2969722747803,1
1376.974609375,-7.3271026611328125,-807.31787109375,719.033971786499,1
1375.974365234375,-13.557601928710938,-813.54833984375,725.2649898529053,1
1374.97412109375,-18.503952026367188,-818.49462890625,730.210973739624,1
1373.973876953125,-22.356124877929688,-822.3466796875,734.064001083374,0
1372.9736328125,-25.276046752929688,-825.2665405273438,736.9839839935303,0
1371.9736328125,-27.401596069335938,-827.3920288085938,739.1089839935303,0
1370.973388671875,-28.850265502929688,-828.8406372070312,740.5580196380615,0
1369.97314453125,-29.722152709960938,-829.71240234375,741.4300289154053,1
1368.972900390625,-30.102645874023438,-830.0928344726562,741.8099727630615,1
1367.97265625,-30.064437866210938,-830.0545654296875,741.772008895874,0
1366.972412109375,-29.669418334960938,-829.6594848632812,741.376989364624,0
1365.97216796875,-28.970382690429688,-828.9603881835938,740.678014755249,0
1364.971923828125,-28.012313842773438,-828.0022583007812,739.720006942749,0
1363.9716796875,-26.833541870117188,-826.8233642578125,738.542028427124,0
1362.971435546875,-25.466781616210938,-825.45654296875,737.1750240325928,1
1361.97119140625,-23.939743041992188,-823.929443359375,735.647985458374,0
1360.970947265625,-22.276107788085938,-822.2657470703125,733.9839839935303,1
1359.970703125,-38.73197937011719,-838.7215576171875,750.439977645874,0
1358.970458984375,-52.39103698730469,-852.3804931640625,764.0989742279053,0
1357.97021484375,-63.66703796386719,-863.6564331054688,775.3749752044678,0
1356.969970703125,-72.91258239746094,-872.9019165039062,784.6210079193115,1
